
--- Batch Structural Run Starting at 2026-03-31 15:39:27 ---
SUCCESS:  20181208/20181208/user3/user3-2-5-3-5_doppler.npz processed into user3-2-5-3-5_bvp.npz | Execution Duration: [8.11s]
SUCCESS:  20181208/20181208/user3/user3-1-4-5-2_doppler.npz processed into user3-1-4-5-2_bvp.npz | Execution Duration: [6.74s]
SUCCESS:  20181208/20181208/user3/user3-1-2-5-5_doppler.npz processed into user3-1-2-5-5_bvp.npz | Execution Duration: [7.00s]
SUCCESS:  20181208/20181208/user3/user3-2-4-1-1_doppler.npz processed into user3-2-4-1-1_bvp.npz | Execution Duration: [6.89s]
SUCCESS:  20181208/20181208/user3/user3-2-2-4-2_doppler.npz processed into user3-2-2-4-2_bvp.npz | Execution Duration: [8.78s]
SUCCESS:  20181208/20181208/user3/user3-3-4-4-3_doppler.npz processed into user3-3-4-4-3_bvp.npz | Execution Duration: [5.19s]
SUCCESS:  20181208/20181208/user3/user3-3-1-2-2_doppler.npz processed into user3-3-1-2-2_bvp.npz | Execution Duration: [6.63s]
SUCCESS:  20181208/20181208/user3/user3-1-3-5-2_doppler.npz processed into user3-1-3-5-2_bvp.npz | Execution Duration: [6.03s]
SUCCESS:  20181208/20181208/user3/user3-3-4-3-2_doppler.npz processed into user3-3-4-3-2_bvp.npz | Execution Duration: [4.89s]
SUCCESS:  20181208/20181208/user3/user3-1-3-4-5_doppler.npz processed into user3-1-3-4-5_bvp.npz | Execution Duration: [7.70s]
SUCCESS:  20181208/20181208/user3/user3-2-2-2-3_doppler.npz processed into user3-2-2-2-3_bvp.npz | Execution Duration: [8.62s]
SUCCESS:  20181208/20181208/user3/user3-1-2-1-5_doppler.npz processed into user3-1-2-1-5_bvp.npz | Execution Duration: [7.60s]
SUCCESS:  20181208/20181208/user3/user3-2-5-2-4_doppler.npz processed into user3-2-5-2-4_bvp.npz | Execution Duration: [8.37s]
SUCCESS:  20181208/20181208/user3/user3-3-3-5-4_doppler.npz processed into user3-3-3-5-4_bvp.npz | Execution Duration: [4.43s]
SUCCESS:  20181208/20181208/user3/user3-3-3-4-4_doppler.npz processed into user3-3-3-4-4_bvp.npz | Execution Duration: [4.66s]
SUCCESS:  20181208/20181208/user3/user3-1-3-5-3_doppler.npz processed into user3-1-3-5-3_bvp.npz | Execution Duration: [6.20s]
SUCCESS:  20181208/20181208/user3/user3-1-1-4-3_doppler.npz processed into user3-1-1-4-3_bvp.npz | Execution Duration: [5.91s]
SUCCESS:  20181208/20181208/user3/user3-2-4-5-5_doppler.npz processed into user3-2-4-5-5_bvp.npz | Execution Duration: [8.58s]
SUCCESS:  20181208/20181208/user3/user3-3-4-5-5_doppler.npz processed into user3-3-4-5-5_bvp.npz | Execution Duration: [4.90s]
SUCCESS:  20181208/20181208/user3/user3-2-3-5-3_doppler.npz processed into user3-2-3-5-3_bvp.npz | Execution Duration: [7.65s]
SUCCESS:  20181208/20181208/user3/user3-2-3-2-2_doppler.npz processed into user3-2-3-2-2_bvp.npz | Execution Duration: [8.71s]
SUCCESS:  20181208/20181208/user3/user3-1-4-2-2_doppler.npz processed into user3-1-4-2-2_bvp.npz | Execution Duration: [6.83s]
SUCCESS:  20181208/20181208/user3/user3-2-2-2-4_doppler.npz processed into user3-2-2-2-4_bvp.npz | Execution Duration: [9.17s]
SUCCESS:  20181208/20181208/user3/user3-2-4-4-4_doppler.npz processed into user3-2-4-4-4_bvp.npz | Execution Duration: [8.70s]
SUCCESS:  20181208/20181208/user3/user3-2-5-5-2_doppler.npz processed into user3-2-5-5-2_bvp.npz | Execution Duration: [8.39s]
SUCCESS:  20181208/20181208/user3/user3-1-4-2-4_doppler.npz processed into user3-1-4-2-4_bvp.npz | Execution Duration: [6.17s]
SUCCESS:  20181208/20181208/user3/user3-1-5-1-5_doppler.npz processed into user3-1-5-1-5_bvp.npz | Execution Duration: [6.71s]
SUCCESS:  20181208/20181208/user3/user3-3-3-5-1_doppler.npz processed into user3-3-3-5-1_bvp.npz | Execution Duration: [3.40s]
SUCCESS:  20181208/20181208/user3/user3-1-3-4-1_doppler.npz processed into user3-1-3-4-1_bvp.npz | Execution Duration: [6.63s]
SUCCESS:  20181208/20181208/user3/user3-3-3-3-1_doppler.npz processed into user3-3-3-3-1_bvp.npz | Execution Duration: [4.50s]
SUCCESS:  20181208/20181208/user3/user3-2-1-4-4_doppler.npz processed into user3-2-1-4-4_bvp.npz | Execution Duration: [8.32s]
SUCCESS:  20181208/20181208/user3/user3-2-4-4-2_doppler.npz processed into user3-2-4-4-2_bvp.npz | Execution Duration: [8.65s]
SUCCESS:  20181208/20181208/user3/user3-3-5-5-3_doppler.npz processed into user3-3-5-5-3_bvp.npz | Execution Duration: [4.30s]
SUCCESS:  20181208/20181208/user3/user3-2-3-3-3_doppler.npz processed into user3-2-3-3-3_bvp.npz | Execution Duration: [9.57s]
SUCCESS:  20181208/20181208/user3/user3-1-4-3-3_doppler.npz processed into user3-1-4-3-3_bvp.npz | Execution Duration: [6.76s]
SUCCESS:  20181208/20181208/user3/user3-3-5-4-2_doppler.npz processed into user3-3-5-4-2_bvp.npz | Execution Duration: [6.15s]
SUCCESS:  20181208/20181208/user3/user3-3-2-5-2_doppler.npz processed into user3-3-2-5-2_bvp.npz | Execution Duration: [4.75s]
SUCCESS:  20181208/20181208/user3/user3-3-1-5-1_doppler.npz processed into user3-3-1-5-1_bvp.npz | Execution Duration: [4.47s]
SUCCESS:  20181208/20181208/user3/user3-1-2-5-1_doppler.npz processed into user3-1-2-5-1_bvp.npz | Execution Duration: [7.96s]
SUCCESS:  20181208/20181208/user3/user3-1-1-4-4_doppler.npz processed into user3-1-1-4-4_bvp.npz | Execution Duration: [4.94s]
SUCCESS:  20181208/20181208/user3/user3-2-3-5-2_doppler.npz processed into user3-2-3-5-2_bvp.npz | Execution Duration: [9.60s]
SUCCESS:  20181208/20181208/user3/user3-1-4-4-4_doppler.npz processed into user3-1-4-4-4_bvp.npz | Execution Duration: [5.97s]
SUCCESS:  20181208/20181208/user3/user3-2-3-2-1_doppler.npz processed into user3-2-3-2-1_bvp.npz | Execution Duration: [7.81s]
SUCCESS:  20181208/20181208/user3/user3-3-2-4-4_doppler.npz processed into user3-3-2-4-4_bvp.npz | Execution Duration: [4.92s]
SUCCESS:  20181208/20181208/user3/user3-2-3-4-2_doppler.npz processed into user3-2-3-4-2_bvp.npz | Execution Duration: [8.99s]
SUCCESS:  20181208/20181208/user3/user3-1-1-1-3_doppler.npz processed into user3-1-1-1-3_bvp.npz | Execution Duration: [5.34s]
SUCCESS:  20181208/20181208/user3/user3-1-3-5-5_doppler.npz processed into user3-1-3-5-5_bvp.npz | Execution Duration: [4.79s]
SUCCESS:  20181208/20181208/user3/user3-1-1-3-5_doppler.npz processed into user3-1-1-3-5_bvp.npz | Execution Duration: [7.11s]
SUCCESS:  20181208/20181208/user3/user3-1-2-2-3_doppler.npz processed into user3-1-2-2-3_bvp.npz | Execution Duration: [7.46s]
SUCCESS:  20181208/20181208/user3/user3-1-5-2-3_doppler.npz processed into user3-1-5-2-3_bvp.npz | Execution Duration: [8.01s]
SUCCESS:  20181208/20181208/user3/user3-3-4-1-1_doppler.npz processed into user3-3-4-1-1_bvp.npz | Execution Duration: [4.38s]
SUCCESS:  20181208/20181208/user3/user3-2-5-4-1_doppler.npz processed into user3-2-5-4-1_bvp.npz | Execution Duration: [7.29s]
SUCCESS:  20181208/20181208/user3/user3-1-2-1-4_doppler.npz processed into user3-1-2-1-4_bvp.npz | Execution Duration: [6.56s]
SUCCESS:  20181208/20181208/user3/user3-2-5-1-4_doppler.npz processed into user3-2-5-1-4_bvp.npz | Execution Duration: [10.40s]
SUCCESS:  20181208/20181208/user3/user3-1-1-3-3_doppler.npz processed into user3-1-1-3-3_bvp.npz | Execution Duration: [5.70s]
SUCCESS:  20181208/20181208/user3/user3-3-1-4-1_doppler.npz processed into user3-3-1-4-1_bvp.npz | Execution Duration: [4.21s]
SUCCESS:  20181208/20181208/user3/user3-3-2-3-4_doppler.npz processed into user3-3-2-3-4_bvp.npz | Execution Duration: [4.82s]
SUCCESS:  20181208/20181208/user3/user3-3-2-1-3_doppler.npz processed into user3-3-2-1-3_bvp.npz | Execution Duration: [4.92s]
SUCCESS:  20181208/20181208/user3/user3-1-1-4-2_doppler.npz processed into user3-1-1-4-2_bvp.npz | Execution Duration: [7.27s]
SUCCESS:  20181208/20181208/user3/user3-3-4-5-4_doppler.npz processed into user3-3-4-5-4_bvp.npz | Execution Duration: [5.46s]
SUCCESS:  20181208/20181208/user3/user3-1-4-3-4_doppler.npz processed into user3-1-4-3-4_bvp.npz | Execution Duration: [6.51s]
SUCCESS:  20181208/20181208/user3/user3-2-5-3-1_doppler.npz processed into user3-2-5-3-1_bvp.npz | Execution Duration: [8.79s]
SUCCESS:  20181208/20181208/user3/user3-1-3-1-1_doppler.npz processed into user3-1-3-1-1_bvp.npz | Execution Duration: [7.03s]
SUCCESS:  20181208/20181208/user3/user3-1-2-2-2_doppler.npz processed into user3-1-2-2-2_bvp.npz | Execution Duration: [6.58s]
SUCCESS:  20181208/20181208/user3/user3-2-1-4-2_doppler.npz processed into user3-2-1-4-2_bvp.npz | Execution Duration: [8.12s]
SUCCESS:  20181208/20181208/user3/user3-1-1-4-5_doppler.npz processed into user3-1-1-4-5_bvp.npz | Execution Duration: [5.66s]
SUCCESS:  20181208/20181208/user3/user3-2-2-3-1_doppler.npz processed into user3-2-2-3-1_bvp.npz | Execution Duration: [8.75s]
SUCCESS:  20181208/20181208/user3/user3-1-5-2-4_doppler.npz processed into user3-1-5-2-4_bvp.npz | Execution Duration: [7.50s]
SUCCESS:  20181208/20181208/user3/user3-2-1-3-1_doppler.npz processed into user3-2-1-3-1_bvp.npz | Execution Duration: [7.57s]
SUCCESS:  20181208/20181208/user3/user3-3-2-3-5_doppler.npz processed into user3-3-2-3-5_bvp.npz | Execution Duration: [5.18s]
SUCCESS:  20181208/20181208/user3/user3-1-4-1-5_doppler.npz processed into user3-1-4-1-5_bvp.npz | Execution Duration: [6.31s]
SUCCESS:  20181208/20181208/user3/user3-2-1-5-1_doppler.npz processed into user3-2-1-5-1_bvp.npz | Execution Duration: [7.85s]
SUCCESS:  20181208/20181208/user3/user3-1-4-3-2_doppler.npz processed into user3-1-4-3-2_bvp.npz | Execution Duration: [6.48s]
SUCCESS:  20181208/20181208/user3/user3-1-3-4-3_doppler.npz processed into user3-1-3-4-3_bvp.npz | Execution Duration: [6.71s]
SUCCESS:  20181208/20181208/user3/user3-1-5-4-2_doppler.npz processed into user3-1-5-4-2_bvp.npz | Execution Duration: [6.05s]
SUCCESS:  20181208/20181208/user3/user3-2-1-4-3_doppler.npz processed into user3-2-1-4-3_bvp.npz | Execution Duration: [7.27s]
SUCCESS:  20181208/20181208/user3/user3-1-2-3-4_doppler.npz processed into user3-1-2-3-4_bvp.npz | Execution Duration: [7.82s]
SUCCESS:  20181208/20181208/user3/user3-2-3-4-4_doppler.npz processed into user3-2-3-4-4_bvp.npz | Execution Duration: [7.94s]
SUCCESS:  20181208/20181208/user3/user3-1-5-2-5_doppler.npz processed into user3-1-5-2-5_bvp.npz | Execution Duration: [6.57s]
SUCCESS:  20181208/20181208/user3/user3-1-5-2-2_doppler.npz processed into user3-1-5-2-2_bvp.npz | Execution Duration: [5.90s]
SUCCESS:  20181208/20181208/user3/user3-2-3-5-4_doppler.npz processed into user3-2-3-5-4_bvp.npz | Execution Duration: [8.45s]
SUCCESS:  20181208/20181208/user3/user3-3-5-1-2_doppler.npz processed into user3-3-5-1-2_bvp.npz | Execution Duration: [5.05s]
SUCCESS:  20181208/20181208/user3/user3-1-2-5-4_doppler.npz processed into user3-1-2-5-4_bvp.npz | Execution Duration: [6.54s]
SUCCESS:  20181208/20181208/user3/user3-2-2-5-2_doppler.npz processed into user3-2-2-5-2_bvp.npz | Execution Duration: [8.67s]
SUCCESS:  20181208/20181208/user3/user3-1-2-4-1_doppler.npz processed into user3-1-2-4-1_bvp.npz | Execution Duration: [6.40s]
SUCCESS:  20181208/20181208/user3/user3-1-5-4-4_doppler.npz processed into user3-1-5-4-4_bvp.npz | Execution Duration: [6.95s]
SUCCESS:  20181208/20181208/user3/user3-3-1-1-2_doppler.npz processed into user3-3-1-1-2_bvp.npz | Execution Duration: [4.70s]
SUCCESS:  20181208/20181208/user3/user3-2-1-2-3_doppler.npz processed into user3-2-1-2-3_bvp.npz | Execution Duration: [7.05s]
SUCCESS:  20181208/20181208/user3/user3-2-2-5-4_doppler.npz processed into user3-2-2-5-4_bvp.npz | Execution Duration: [8.04s]
SUCCESS:  20181208/20181208/user3/user3-1-2-1-3_doppler.npz processed into user3-1-2-1-3_bvp.npz | Execution Duration: [6.75s]
SUCCESS:  20181208/20181208/user3/user3-3-2-4-1_doppler.npz processed into user3-3-2-4-1_bvp.npz | Execution Duration: [4.87s]
SUCCESS:  20181208/20181208/user3/user3-2-4-3-3_doppler.npz processed into user3-2-4-3-3_bvp.npz | Execution Duration: [8.53s]
SUCCESS:  20181208/20181208/user3/user3-3-4-5-1_doppler.npz processed into user3-3-4-5-1_bvp.npz | Execution Duration: [4.24s]
SUCCESS:  20181208/20181208/user3/user3-2-1-4-1_doppler.npz processed into user3-2-1-4-1_bvp.npz | Execution Duration: [7.83s]
SUCCESS:  20181208/20181208/user3/user3-2-2-5-3_doppler.npz processed into user3-2-2-5-3_bvp.npz | Execution Duration: [8.60s]
SUCCESS:  20181208/20181208/user3/user3-3-3-5-2_doppler.npz processed into user3-3-3-5-2_bvp.npz | Execution Duration: [4.88s]
SUCCESS:  20181208/20181208/user3/user3-3-5-3-3_doppler.npz processed into user3-3-5-3-3_bvp.npz | Execution Duration: [4.97s]
SUCCESS:  20181208/20181208/user3/user3-2-1-5-3_doppler.npz processed into user3-2-1-5-3_bvp.npz | Execution Duration: [8.21s]
SUCCESS:  20181208/20181208/user3/user3-3-3-2-3_doppler.npz processed into user3-3-3-2-3_bvp.npz | Execution Duration: [5.48s]
SUCCESS:  20181208/20181208/user3/user3-1-1-2-2_doppler.npz processed into user3-1-1-2-2_bvp.npz | Execution Duration: [7.34s]
SUCCESS:  20181208/20181208/user3/user3-2-3-1-5_doppler.npz processed into user3-2-3-1-5_bvp.npz | Execution Duration: [7.80s]
SUCCESS:  20181208/20181208/user3/user3-1-2-3-1_doppler.npz processed into user3-1-2-3-1_bvp.npz | Execution Duration: [7.89s]
SUCCESS:  20181208/20181208/user3/user3-3-2-2-1_doppler.npz processed into user3-3-2-2-1_bvp.npz | Execution Duration: [5.43s]
SUCCESS:  20181208/20181208/user3/user3-2-5-2-3_doppler.npz processed into user3-2-5-2-3_bvp.npz | Execution Duration: [9.01s]
SUCCESS:  20181208/20181208/user3/user3-2-4-4-5_doppler.npz processed into user3-2-4-4-5_bvp.npz | Execution Duration: [8.00s]
SUCCESS:  20181208/20181208/user3/user3-3-2-1-5_doppler.npz processed into user3-3-2-1-5_bvp.npz | Execution Duration: [4.75s]
SUCCESS:  20181208/20181208/user3/user3-2-4-2-4_doppler.npz processed into user3-2-4-2-4_bvp.npz | Execution Duration: [7.56s]
SUCCESS:  20181208/20181208/user3/user3-3-5-4-1_doppler.npz processed into user3-3-5-4-1_bvp.npz | Execution Duration: [4.13s]
SUCCESS:  20181208/20181208/user3/user3-3-1-1-3_doppler.npz processed into user3-3-1-1-3_bvp.npz | Execution Duration: [4.09s]
SUCCESS:  20181208/20181208/user3/user3-3-4-2-2_doppler.npz processed into user3-3-4-2-2_bvp.npz | Execution Duration: [5.96s]
SUCCESS:  20181208/20181208/user3/user3-2-3-1-4_doppler.npz processed into user3-2-3-1-4_bvp.npz | Execution Duration: [8.61s]
SUCCESS:  20181208/20181208/user3/user3-2-3-3-4_doppler.npz processed into user3-2-3-3-4_bvp.npz | Execution Duration: [6.95s]
SUCCESS:  20181208/20181208/user3/user3-1-3-4-4_doppler.npz processed into user3-1-3-4-4_bvp.npz | Execution Duration: [6.44s]
SUCCESS:  20181208/20181208/user3/user3-1-2-1-1_doppler.npz processed into user3-1-2-1-1_bvp.npz | Execution Duration: [6.74s]
SUCCESS:  20181208/20181208/user3/user3-2-2-3-2_doppler.npz processed into user3-2-2-3-2_bvp.npz | Execution Duration: [10.02s]
SUCCESS:  20181208/20181208/user3/user3-3-3-4-3_doppler.npz processed into user3-3-3-4-3_bvp.npz | Execution Duration: [5.99s]
SUCCESS:  20181208/20181208/user3/user3-1-1-2-3_doppler.npz processed into user3-1-1-2-3_bvp.npz | Execution Duration: [6.80s]
SUCCESS:  20181208/20181208/user3/user3-3-5-4-5_doppler.npz processed into user3-3-5-4-5_bvp.npz | Execution Duration: [4.52s]
SUCCESS:  20181208/20181208/user3/user3-3-4-2-3_doppler.npz processed into user3-3-4-2-3_bvp.npz | Execution Duration: [4.76s]
SUCCESS:  20181208/20181208/user3/user3-1-1-3-4_doppler.npz processed into user3-1-1-3-4_bvp.npz | Execution Duration: [5.94s]
SUCCESS:  20181208/20181208/user3/user3-1-4-4-2_doppler.npz processed into user3-1-4-4-2_bvp.npz | Execution Duration: [6.32s]
SUCCESS:  20181208/20181208/user3/user3-3-4-1-3_doppler.npz processed into user3-3-4-1-3_bvp.npz | Execution Duration: [4.98s]
SUCCESS:  20181208/20181208/user3/user3-1-2-5-2_doppler.npz processed into user3-1-2-5-2_bvp.npz | Execution Duration: [7.20s]
SUCCESS:  20181208/20181208/user3/user3-3-1-1-5_doppler.npz processed into user3-3-1-1-5_bvp.npz | Execution Duration: [5.52s]
SUCCESS:  20181208/20181208/user3/user3-3-3-1-5_doppler.npz processed into user3-3-3-1-5_bvp.npz | Execution Duration: [4.90s]
SUCCESS:  20181208/20181208/user3/user3-3-1-5-5_doppler.npz processed into user3-3-1-5-5_bvp.npz | Execution Duration: [4.89s]
SUCCESS:  20181208/20181208/user3/user3-3-1-5-4_doppler.npz processed into user3-3-1-5-4_bvp.npz | Execution Duration: [4.68s]
SUCCESS:  20181208/20181208/user3/user3-1-2-2-4_doppler.npz processed into user3-1-2-2-4_bvp.npz | Execution Duration: [6.94s]
SUCCESS:  20181208/20181208/user3/user3-3-3-1-2_doppler.npz processed into user3-3-3-1-2_bvp.npz | Execution Duration: [4.92s]
SUCCESS:  20181208/20181208/user3/user3-1-5-4-5_doppler.npz processed into user3-1-5-4-5_bvp.npz | Execution Duration: [7.04s]
SUCCESS:  20181208/20181208/user3/user3-3-5-5-1_doppler.npz processed into user3-3-5-5-1_bvp.npz | Execution Duration: [4.81s]
SUCCESS:  20181208/20181208/user3/user3-2-4-1-2_doppler.npz processed into user3-2-4-1-2_bvp.npz | Execution Duration: [8.61s]
SUCCESS:  20181208/20181208/user3/user3-1-1-1-5_doppler.npz processed into user3-1-1-1-5_bvp.npz | Execution Duration: [6.26s]
SUCCESS:  20181208/20181208/user3/user3-3-2-1-1_doppler.npz processed into user3-3-2-1-1_bvp.npz | Execution Duration: [4.63s]
SUCCESS:  20181208/20181208/user3/user3-3-3-3-5_doppler.npz processed into user3-3-3-3-5_bvp.npz | Execution Duration: [4.24s]
SUCCESS:  20181208/20181208/user3/user3-2-1-1-1_doppler.npz processed into user3-2-1-1-1_bvp.npz | Execution Duration: [6.95s]
SUCCESS:  20181208/20181208/user3/user3-1-1-3-1_doppler.npz processed into user3-1-1-3-1_bvp.npz | Execution Duration: [5.58s]
SUCCESS:  20181208/20181208/user3/user3-3-3-1-3_doppler.npz processed into user3-3-3-1-3_bvp.npz | Execution Duration: [5.68s]
SUCCESS:  20181208/20181208/user3/user3-1-2-4-5_doppler.npz processed into user3-1-2-4-5_bvp.npz | Execution Duration: [7.53s]
SUCCESS:  20181208/20181208/user3/user3-2-1-1-2_doppler.npz processed into user3-2-1-1-2_bvp.npz | Execution Duration: [6.99s]
SUCCESS:  20181208/20181208/user3/user3-2-3-4-3_doppler.npz processed into user3-2-3-4-3_bvp.npz | Execution Duration: [8.60s]
SUCCESS:  20181208/20181208/user3/user3-1-4-5-5_doppler.npz processed into user3-1-4-5-5_bvp.npz | Execution Duration: [7.23s]
SUCCESS:  20181208/20181208/user3/user3-2-4-5-3_doppler.npz processed into user3-2-4-5-3_bvp.npz | Execution Duration: [7.58s]
SUCCESS:  20181208/20181208/user3/user3-1-3-3-5_doppler.npz processed into user3-1-3-3-5_bvp.npz | Execution Duration: [6.82s]
SUCCESS:  20181208/20181208/user3/user3-3-5-2-1_doppler.npz processed into user3-3-5-2-1_bvp.npz | Execution Duration: [4.43s]
SUCCESS:  20181208/20181208/user3/user3-2-5-5-4_doppler.npz processed into user3-2-5-5-4_bvp.npz | Execution Duration: [9.44s]
SUCCESS:  20181208/20181208/user3/user3-2-3-4-1_doppler.npz processed into user3-2-3-4-1_bvp.npz | Execution Duration: [7.54s]
SUCCESS:  20181208/20181208/user3/user3-1-2-4-4_doppler.npz processed into user3-1-2-4-4_bvp.npz | Execution Duration: [8.11s]
SUCCESS:  20181208/20181208/user3/user3-3-5-3-5_doppler.npz processed into user3-3-5-3-5_bvp.npz | Execution Duration: [4.69s]
SUCCESS:  20181208/20181208/user3/user3-2-2-5-5_doppler.npz processed into user3-2-2-5-5_bvp.npz | Execution Duration: [8.96s]
SUCCESS:  20181208/20181208/user3/user3-1-4-5-4_doppler.npz processed into user3-1-4-5-4_bvp.npz | Execution Duration: [6.71s]
SUCCESS:  20181208/20181208/user3/user3-2-3-3-1_doppler.npz processed into user3-2-3-3-1_bvp.npz | Execution Duration: [8.98s]
SUCCESS:  20181208/20181208/user3/user3-3-4-5-2_doppler.npz processed into user3-3-4-5-2_bvp.npz | Execution Duration: [4.75s]
SUCCESS:  20181208/20181208/user3/user3-2-1-3-2_doppler.npz processed into user3-2-1-3-2_bvp.npz | Execution Duration: [7.13s]
SUCCESS:  20181208/20181208/user3/user3-3-4-3-1_doppler.npz processed into user3-3-4-3-1_bvp.npz | Execution Duration: [3.79s]
SUCCESS:  20181208/20181208/user3/user3-2-1-1-3_doppler.npz processed into user3-2-1-1-3_bvp.npz | Execution Duration: [7.79s]
SUCCESS:  20181208/20181208/user3/user3-2-1-2-1_doppler.npz processed into user3-2-1-2-1_bvp.npz | Execution Duration: [7.76s]
SUCCESS:  20181208/20181208/user3/user3-1-1-2-1_doppler.npz processed into user3-1-1-2-1_bvp.npz | Execution Duration: [5.93s]
SUCCESS:  20181208/20181208/user3/user3-2-5-2-2_doppler.npz processed into user3-2-5-2-2_bvp.npz | Execution Duration: [9.10s]
SUCCESS:  20181208/20181208/user3/user3-1-4-2-3_doppler.npz processed into user3-1-4-2-3_bvp.npz | Execution Duration: [5.93s]
SUCCESS:  20181208/20181208/user3/user3-1-2-3-3_doppler.npz processed into user3-1-2-3-3_bvp.npz | Execution Duration: [7.23s]
SUCCESS:  20181208/20181208/user3/user3-2-4-5-1_doppler.npz processed into user3-2-4-5-1_bvp.npz | Execution Duration: [7.55s]
SUCCESS:  20181208/20181208/user3/user3-2-1-5-5_doppler.npz processed into user3-2-1-5-5_bvp.npz | Execution Duration: [9.17s]
SUCCESS:  20181208/20181208/user3/user3-1-4-1-3_doppler.npz processed into user3-1-4-1-3_bvp.npz | Execution Duration: [6.58s]
SUCCESS:  20181208/20181208/user3/user3-1-4-5-1_doppler.npz processed into user3-1-4-5-1_bvp.npz | Execution Duration: [5.87s]
SUCCESS:  20181208/20181208/user3/user3-3-5-3-4_doppler.npz processed into user3-3-5-3-4_bvp.npz | Execution Duration: [5.52s]
SUCCESS:  20181208/20181208/user3/user3-2-1-2-5_doppler.npz processed into user3-2-1-2-5_bvp.npz | Execution Duration: [8.05s]
SUCCESS:  20181208/20181208/user3/user3-1-3-1-3_doppler.npz processed into user3-1-3-1-3_bvp.npz | Execution Duration: [7.50s]
SUCCESS:  20181208/20181208/user3/user3-1-1-5-1_doppler.npz processed into user3-1-1-5-1_bvp.npz | Execution Duration: [6.45s]
SUCCESS:  20181208/20181208/user3/user3-3-1-2-5_doppler.npz processed into user3-3-1-2-5_bvp.npz | Execution Duration: [5.03s]
SUCCESS:  20181208/20181208/user3/user3-1-3-5-4_doppler.npz processed into user3-1-3-5-4_bvp.npz | Execution Duration: [5.26s]
SUCCESS:  20181208/20181208/user3/user3-1-1-5-3_doppler.npz processed into user3-1-1-5-3_bvp.npz | Execution Duration: [6.29s]
SUCCESS:  20181208/20181208/user3/user3-2-4-4-3_doppler.npz processed into user3-2-4-4-3_bvp.npz | Execution Duration: [8.17s]
SUCCESS:  20181208/20181208/user3/user3-1-5-5-5_doppler.npz processed into user3-1-5-5-5_bvp.npz | Execution Duration: [7.69s]
SUCCESS:  20181208/20181208/user3/user3-1-2-1-2_doppler.npz processed into user3-1-2-1-2_bvp.npz | Execution Duration: [7.76s]
SUCCESS:  20181208/20181208/user3/user3-3-5-3-1_doppler.npz processed into user3-3-5-3-1_bvp.npz | Execution Duration: [4.66s]
SUCCESS:  20181208/20181208/user3/user3-3-5-2-5_doppler.npz processed into user3-3-5-2-5_bvp.npz | Execution Duration: [5.00s]
SUCCESS:  20181208/20181208/user3/user3-3-1-2-3_doppler.npz processed into user3-3-1-2-3_bvp.npz | Execution Duration: [4.72s]
SUCCESS:  20181208/20181208/user3/user3-1-5-1-3_doppler.npz processed into user3-1-5-1-3_bvp.npz | Execution Duration: [7.16s]
