
--- BAP Native Batch Execution Starting at 2026-03-31 17:24:16 ---
SUCCESS: 20181208/20181208/user3/user3-2-5-3-5_doppler.npz -> user3-2-5-3-5_bap.npz | File Time: [16.02s] | Cumulative Runtime: [16.02s]
SUCCESS: 20181208/20181208/user3/user3-1-2-5-1_doppler.npz -> user3-1-2-5-1_bap.npz | File Time: [13.84s] | Cumulative Runtime: [706.64s]
SUCCESS: 20181208/20181208/user3/user3-1-1-4-4_doppler.npz -> user3-1-1-4-4_bap.npz | File Time: [10.71s] | Cumulative Runtime: [717.34s]
SUCCESS: 20181208/20181208/user3/user3-2-3-5-2_doppler.npz -> user3-2-3-5-2_bap.npz | File Time: [16.12s] | Cumulative Runtime: [733.46s]
SUCCESS: 20181208/20181208/user3/user3-1-4-4-4_doppler.npz -> user3-1-4-4-4_bap.npz | File Time: [12.80s] | Cumulative Runtime: [746.27s]
SUCCESS: 20181208/20181208/user3/user3-2-3-2-1_doppler.npz -> user3-2-3-2-1_bap.npz | File Time: [15.27s] | Cumulative Runtime: [761.53s]
SUCCESS: 20181208/20181208/user3/user3-3-2-4-4_doppler.npz -> user3-3-2-4-4_bap.npz | File Time: [9.92s] | Cumulative Runtime: [771.45s]
SUCCESS: 20181208/20181208/user3/user3-2-3-4-2_doppler.npz -> user3-2-3-4-2_bap.npz | File Time: [16.94s] | Cumulative Runtime: [788.39s]
SUCCESS: 20181208/20181208/user3/user3-1-1-1-3_doppler.npz -> user3-1-1-1-3_bap.npz | File Time: [10.55s] | Cumulative Runtime: [798.94s]
SUCCESS: 20181208/20181208/user3/user3-1-3-5-5_doppler.npz -> user3-1-3-5-5_bap.npz | File Time: [9.81s] | Cumulative Runtime: [808.75s]
SUCCESS: 20181208/20181208/user3/user3-1-1-3-5_doppler.npz -> user3-1-1-3-5_bap.npz | File Time: [13.38s] | Cumulative Runtime: [822.13s]
SUCCESS: 20181208/20181208/user3/user3-1-2-2-3_doppler.npz -> user3-1-2-2-3_bap.npz | File Time: [13.80s] | Cumulative Runtime: [835.93s]
SUCCESS: 20181208/20181208/user3/user3-1-5-2-3_doppler.npz -> user3-1-5-2-3_bap.npz | File Time: [15.48s] | Cumulative Runtime: [851.41s]
SUCCESS: 20181208/20181208/user3/user3-3-4-1-1_doppler.npz -> user3-3-4-1-1_bap.npz | File Time: [8.15s] | Cumulative Runtime: [859.56s]
SUCCESS: 20181208/20181208/user3/user3-2-5-4-1_doppler.npz -> user3-2-5-4-1_bap.npz | File Time: [15.19s] | Cumulative Runtime: [874.74s]
SUCCESS: 20181208/20181208/user3/user3-1-2-1-4_doppler.npz -> user3-1-2-1-4_bap.npz | File Time: [13.81s] | Cumulative Runtime: [888.56s]
SUCCESS: 20181208/20181208/user3/user3-2-5-1-4_doppler.npz -> user3-2-5-1-4_bap.npz | File Time: [20.54s] | Cumulative Runtime: [909.10s]
SUCCESS: 20181208/20181208/user3/user3-1-1-3-3_doppler.npz -> user3-1-1-3-3_bap.npz | File Time: [10.84s] | Cumulative Runtime: [919.94s]
SUCCESS: 20181208/20181208/user3/user3-3-1-4-1_doppler.npz -> user3-3-1-4-1_bap.npz | File Time: [8.08s] | Cumulative Runtime: [928.01s]
SUCCESS: 20181208/20181208/user3/user3-3-2-3-4_doppler.npz -> user3-3-2-3-4_bap.npz | File Time: [10.28s] | Cumulative Runtime: [938.29s]
SUCCESS: 20181208/20181208/user3/user3-3-2-1-3_doppler.npz -> user3-3-2-1-3_bap.npz | File Time: [9.62s] | Cumulative Runtime: [947.92s]
SUCCESS: 20181208/20181208/user3/user3-1-1-4-2_doppler.npz -> user3-1-1-4-2_bap.npz | File Time: [14.46s] | Cumulative Runtime: [962.38s]
SUCCESS: 20181208/20181208/user3/user3-3-4-5-4_doppler.npz -> user3-3-4-5-4_bap.npz | File Time: [10.53s] | Cumulative Runtime: [972.91s]
SUCCESS: 20181208/20181208/user3/user3-1-4-3-4_doppler.npz -> user3-1-4-3-4_bap.npz | File Time: [12.92s] | Cumulative Runtime: [985.83s]
SUCCESS: 20181208/20181208/user3/user3-2-5-3-1_doppler.npz -> user3-2-5-3-1_bap.npz | File Time: [19.19s] | Cumulative Runtime: [1005.02s]
SUCCESS: 20181208/20181208/user3/user3-1-3-1-1_doppler.npz -> user3-1-3-1-1_bap.npz | File Time: [12.51s] | Cumulative Runtime: [1017.53s]
SUCCESS: 20181208/20181208/user3/user3-1-2-2-2_doppler.npz -> user3-1-2-2-2_bap.npz | File Time: [13.08s] | Cumulative Runtime: [1030.61s]
SUCCESS: 20181208/20181208/user3/user3-2-1-4-2_doppler.npz -> user3-2-1-4-2_bap.npz | File Time: [16.34s] | Cumulative Runtime: [1046.95s]
SUCCESS: 20181208/20181208/user3/user3-1-1-4-5_doppler.npz -> user3-1-1-4-5_bap.npz | File Time: [11.93s] | Cumulative Runtime: [1058.88s]
SUCCESS: 20181208/20181208/user3/user3-2-2-3-1_doppler.npz -> user3-2-2-3-1_bap.npz | File Time: [17.22s] | Cumulative Runtime: [1076.09s]
SUCCESS: 20181208/20181208/user3/user3-1-5-2-4_doppler.npz -> user3-1-5-2-4_bap.npz | File Time: [16.31s] | Cumulative Runtime: [1092.40s]
SUCCESS: 20181208/20181208/user3/user3-2-1-3-1_doppler.npz -> user3-2-1-3-1_bap.npz | File Time: [14.26s] | Cumulative Runtime: [1106.66s]
SUCCESS: 20181208/20181208/user3/user3-3-2-3-5_doppler.npz -> user3-3-2-3-5_bap.npz | File Time: [10.17s] | Cumulative Runtime: [1116.83s]
SUCCESS: 20181208/20181208/user3/user3-1-4-1-5_doppler.npz -> user3-1-4-1-5_bap.npz | File Time: [13.20s] | Cumulative Runtime: [1130.03s]
SUCCESS: 20181208/20181208/user3/user3-2-1-5-1_doppler.npz -> user3-2-1-5-1_bap.npz | File Time: [14.79s] | Cumulative Runtime: [1144.82s]
SUCCESS: 20181208/20181208/user3/user3-1-4-3-2_doppler.npz -> user3-1-4-3-2_bap.npz | File Time: [12.85s] | Cumulative Runtime: [1157.67s]
SUCCESS: 20181208/20181208/user3/user3-1-3-4-3_doppler.npz -> user3-1-3-4-3_bap.npz | File Time: [13.34s] | Cumulative Runtime: [1171.01s]
SUCCESS: 20181208/20181208/user3/user3-1-5-4-2_doppler.npz -> user3-1-5-4-2_bap.npz | File Time: [14.04s] | Cumulative Runtime: [1185.06s]
SUCCESS: 20181208/20181208/user3/user3-2-1-4-3_doppler.npz -> user3-2-1-4-3_bap.npz | File Time: [14.66s] | Cumulative Runtime: [1199.72s]
SUCCESS: 20181208/20181208/user3/user3-1-2-3-4_doppler.npz -> user3-1-2-3-4_bap.npz | File Time: [15.75s] | Cumulative Runtime: [1215.47s]
SUCCESS: 20181208/20181208/user3/user3-2-3-4-4_doppler.npz -> user3-2-3-4-4_bap.npz | File Time: [16.30s] | Cumulative Runtime: [1231.77s]
SUCCESS: 20181208/20181208/user3/user3-1-5-2-5_doppler.npz -> user3-1-5-2-5_bap.npz | File Time: [13.11s] | Cumulative Runtime: [1244.88s]
SUCCESS: 20181208/20181208/user3/user3-1-5-2-2_doppler.npz -> user3-1-5-2-2_bap.npz | File Time: [12.45s] | Cumulative Runtime: [1257.33s]
SUCCESS: 20181208/20181208/user3/user3-2-3-5-4_doppler.npz -> user3-2-3-5-4_bap.npz | File Time: [16.79s] | Cumulative Runtime: [1274.12s]
SUCCESS: 20181208/20181208/user3/user3-3-5-1-2_doppler.npz -> user3-3-5-1-2_bap.npz | File Time: [9.53s] | Cumulative Runtime: [1283.65s]
SUCCESS: 20181208/20181208/user3/user3-1-2-5-4_doppler.npz -> user3-1-2-5-4_bap.npz | File Time: [13.59s] | Cumulative Runtime: [1297.24s]
SUCCESS: 20181208/20181208/user3/user3-2-2-5-2_doppler.npz -> user3-2-2-5-2_bap.npz | File Time: [17.51s] | Cumulative Runtime: [1314.75s]
SUCCESS: 20181208/20181208/user3/user3-1-2-4-1_doppler.npz -> user3-1-2-4-1_bap.npz | File Time: [12.79s] | Cumulative Runtime: [1327.55s]
SUCCESS: 20181208/20181208/user3/user3-1-5-4-4_doppler.npz -> user3-1-5-4-4_bap.npz | File Time: [13.89s] | Cumulative Runtime: [1341.43s]
SUCCESS: 20181208/20181208/user3/user3-3-1-1-2_doppler.npz -> user3-3-1-1-2_bap.npz | File Time: [8.76s] | Cumulative Runtime: [1350.20s]
SUCCESS: 20181208/20181208/user3/user3-2-1-2-3_doppler.npz -> user3-2-1-2-3_bap.npz | File Time: [13.43s] | Cumulative Runtime: [1363.63s]
SUCCESS: 20181208/20181208/user3/user3-2-2-5-4_doppler.npz -> user3-2-2-5-4_bap.npz | File Time: [16.40s] | Cumulative Runtime: [1380.03s]
SUCCESS: 20181208/20181208/user3/user3-1-2-1-3_doppler.npz -> user3-1-2-1-3_bap.npz | File Time: [13.26s] | Cumulative Runtime: [1393.29s]
SUCCESS: 20181208/20181208/user3/user3-3-2-4-1_doppler.npz -> user3-3-2-4-1_bap.npz | File Time: [9.06s] | Cumulative Runtime: [1402.35s]
SUCCESS: 20181208/20181208/user3/user3-2-4-3-3_doppler.npz -> user3-2-4-3-3_bap.npz | File Time: [16.30s] | Cumulative Runtime: [1418.65s]
SUCCESS: 20181208/20181208/user3/user3-3-4-5-1_doppler.npz -> user3-3-4-5-1_bap.npz | File Time: [8.10s] | Cumulative Runtime: [1426.75s]
SUCCESS: 20181208/20181208/user3/user3-2-1-4-1_doppler.npz -> user3-2-1-4-1_bap.npz | File Time: [15.79s] | Cumulative Runtime: [1442.54s]
SUCCESS: 20181208/20181208/user3/user3-2-2-5-3_doppler.npz -> user3-2-2-5-3_bap.npz | File Time: [17.07s] | Cumulative Runtime: [1459.62s]
SUCCESS: 20181208/20181208/user3/user3-3-3-5-2_doppler.npz -> user3-3-3-5-2_bap.npz | File Time: [8.75s] | Cumulative Runtime: [1468.37s]
SUCCESS: 20181208/20181208/user3/user3-3-5-3-3_doppler.npz -> user3-3-5-3-3_bap.npz | File Time: [10.18s] | Cumulative Runtime: [1478.55s]
SUCCESS: 20181208/20181208/user3/user3-2-1-5-3_doppler.npz -> user3-2-1-5-3_bap.npz | File Time: [17.00s] | Cumulative Runtime: [1495.54s]
SUCCESS: 20181208/20181208/user3/user3-3-3-2-3_doppler.npz -> user3-3-3-2-3_bap.npz | File Time: [11.02s] | Cumulative Runtime: [1506.56s]
SUCCESS: 20181208/20181208/user3/user3-1-1-2-2_doppler.npz -> user3-1-1-2-2_bap.npz | File Time: [14.06s] | Cumulative Runtime: [1520.63s]
SUCCESS: 20181208/20181208/user3/user3-2-3-1-5_doppler.npz -> user3-2-3-1-5_bap.npz | File Time: [15.66s] | Cumulative Runtime: [1536.29s]
SUCCESS: 20181208/20181208/user3/user3-1-2-3-1_doppler.npz -> user3-1-2-3-1_bap.npz | File Time: [14.43s] | Cumulative Runtime: [1550.72s]
SUCCESS: 20181208/20181208/user3/user3-3-2-2-1_doppler.npz -> user3-3-2-2-1_bap.npz | File Time: [10.05s] | Cumulative Runtime: [1560.77s]
SUCCESS: 20181208/20181208/user3/user3-2-5-2-3_doppler.npz -> user3-2-5-2-3_bap.npz | File Time: [18.71s] | Cumulative Runtime: [1579.47s]
SUCCESS: 20181208/20181208/user3/user3-2-4-4-5_doppler.npz -> user3-2-4-4-5_bap.npz | File Time: [14.96s] | Cumulative Runtime: [1594.43s]
SUCCESS: 20181208/20181208/user3/user3-3-2-1-5_doppler.npz -> user3-3-2-1-5_bap.npz | File Time: [8.76s] | Cumulative Runtime: [1603.19s]
SUCCESS: 20181208/20181208/user3/user3-2-4-2-4_doppler.npz -> user3-2-4-2-4_bap.npz | File Time: [13.83s] | Cumulative Runtime: [1617.02s]
SUCCESS: 20181208/20181208/user3/user3-3-5-4-1_doppler.npz -> user3-3-5-4-1_bap.npz | File Time: [8.09s] | Cumulative Runtime: [1625.12s]
SUCCESS: 20181208/20181208/user3/user3-3-1-1-3_doppler.npz -> user3-3-1-1-3_bap.npz | File Time: [7.64s] | Cumulative Runtime: [1632.76s]
SUCCESS: 20181208/20181208/user3/user3-3-4-2-2_doppler.npz -> user3-3-4-2-2_bap.npz | File Time: [10.56s] | Cumulative Runtime: [1643.32s]
SUCCESS: 20181208/20181208/user3/user3-2-3-1-4_doppler.npz -> user3-2-3-1-4_bap.npz | File Time: [17.10s] | Cumulative Runtime: [1660.42s]
SUCCESS: 20181208/20181208/user3/user3-2-3-3-4_doppler.npz -> user3-2-3-3-4_bap.npz | File Time: [12.90s] | Cumulative Runtime: [1673.32s]
SUCCESS: 20181208/20181208/user3/user3-1-3-4-4_doppler.npz -> user3-1-3-4-4_bap.npz | File Time: [12.10s] | Cumulative Runtime: [1685.42s]
SUCCESS: 20181208/20181208/user3/user3-1-2-1-1_doppler.npz -> user3-1-2-1-1_bap.npz | File Time: [12.96s] | Cumulative Runtime: [1698.38s]
SUCCESS: 20181208/20181208/user3/user3-2-2-3-2_doppler.npz -> user3-2-2-3-2_bap.npz | File Time: [19.43s] | Cumulative Runtime: [1717.81s]
SUCCESS: 20181208/20181208/user3/user3-3-3-4-3_doppler.npz -> user3-3-3-4-3_bap.npz | File Time: [11.30s] | Cumulative Runtime: [1729.11s]
SUCCESS: 20181208/20181208/user3/user3-1-1-2-3_doppler.npz -> user3-1-1-2-3_bap.npz | File Time: [14.16s] | Cumulative Runtime: [1743.27s]
SUCCESS: 20181208/20181208/user3/user3-3-5-4-5_doppler.npz -> user3-3-5-4-5_bap.npz | File Time: [9.21s] | Cumulative Runtime: [1752.48s]
SUCCESS: 20181208/20181208/user3/user3-3-4-2-3_doppler.npz -> user3-3-4-2-3_bap.npz | File Time: [8.72s] | Cumulative Runtime: [1761.20s]
SUCCESS: 20181208/20181208/user3/user3-1-1-3-4_doppler.npz -> user3-1-1-3-4_bap.npz | File Time: [11.90s] | Cumulative Runtime: [1773.10s]
SUCCESS: 20181208/20181208/user3/user3-1-4-4-2_doppler.npz -> user3-1-4-4-2_bap.npz | File Time: [12.54s] | Cumulative Runtime: [1785.65s]
SUCCESS: 20181208/20181208/user3/user3-3-4-1-3_doppler.npz -> user3-3-4-1-3_bap.npz | File Time: [9.89s] | Cumulative Runtime: [1795.53s]
SUCCESS: 20181208/20181208/user3/user3-1-2-5-2_doppler.npz -> user3-1-2-5-2_bap.npz | File Time: [14.35s] | Cumulative Runtime: [1809.88s]
SUCCESS: 20181208/20181208/user3/user3-3-1-1-5_doppler.npz -> user3-3-1-1-5_bap.npz | File Time: [10.65s] | Cumulative Runtime: [1820.53s]
SUCCESS: 20181208/20181208/user3/user3-3-3-1-5_doppler.npz -> user3-3-3-1-5_bap.npz | File Time: [9.80s] | Cumulative Runtime: [1830.33s]
SUCCESS: 20181208/20181208/user3/user3-3-1-5-5_doppler.npz -> user3-3-1-5-5_bap.npz | File Time: [9.22s] | Cumulative Runtime: [1839.55s]
SUCCESS: 20181208/20181208/user3/user3-3-1-5-4_doppler.npz -> user3-3-1-5-4_bap.npz | File Time: [8.83s] | Cumulative Runtime: [1848.38s]
SUCCESS: 20181208/20181208/user3/user3-1-2-2-4_doppler.npz -> user3-1-2-2-4_bap.npz | File Time: [13.25s] | Cumulative Runtime: [1861.63s]
SUCCESS: 20181208/20181208/user3/user3-3-3-1-2_doppler.npz -> user3-3-3-1-2_bap.npz | File Time: [9.53s] | Cumulative Runtime: [1871.16s]
SUCCESS: 20181208/20181208/user3/user3-1-5-4-5_doppler.npz -> user3-1-5-4-5_bap.npz | File Time: [13.95s] | Cumulative Runtime: [1885.11s]
SUCCESS: 20181208/20181208/user3/user3-3-5-5-1_doppler.npz -> user3-3-5-5-1_bap.npz | File Time: [8.53s] | Cumulative Runtime: [1893.65s]
SUCCESS: 20181208/20181208/user3/user3-2-4-1-2_doppler.npz -> user3-2-4-1-2_bap.npz | File Time: [16.45s] | Cumulative Runtime: [1910.10s]
SUCCESS: 20181208/20181208/user3/user3-1-1-1-5_doppler.npz -> user3-1-1-1-5_bap.npz | File Time: [12.39s] | Cumulative Runtime: [1922.49s]
SUCCESS: 20181208/20181208/user3/user3-3-2-1-1_doppler.npz -> user3-3-2-1-1_bap.npz | File Time: [9.14s] | Cumulative Runtime: [1931.63s]
SUCCESS: 20181208/20181208/user3/user3-3-3-3-5_doppler.npz -> user3-3-3-3-5_bap.npz | File Time: [7.81s] | Cumulative Runtime: [1939.44s]
SUCCESS: 20181208/20181208/user3/user3-2-1-1-1_doppler.npz -> user3-2-1-1-1_bap.npz | File Time: [12.81s] | Cumulative Runtime: [1952.25s]
SUCCESS: 20181208/20181208/user3/user3-1-1-3-1_doppler.npz -> user3-1-1-3-1_bap.npz | File Time: [10.88s] | Cumulative Runtime: [1963.13s]
SUCCESS: 20181208/20181208/user3/user3-3-3-1-3_doppler.npz -> user3-3-3-1-3_bap.npz | File Time: [10.69s] | Cumulative Runtime: [1973.83s]
SUCCESS: 20181208/20181208/user3/user3-1-2-4-5_doppler.npz -> user3-1-2-4-5_bap.npz | File Time: [14.74s] | Cumulative Runtime: [1988.56s]
SUCCESS: 20181208/20181208/user3/user3-2-1-1-2_doppler.npz -> user3-2-1-1-2_bap.npz | File Time: [14.23s] | Cumulative Runtime: [2002.80s]
SUCCESS: 20181208/20181208/user3/user3-2-3-4-3_doppler.npz -> user3-2-3-4-3_bap.npz | File Time: [15.53s] | Cumulative Runtime: [2018.33s]
SUCCESS: 20181208/20181208/user3/user3-1-4-5-5_doppler.npz -> user3-1-4-5-5_bap.npz | File Time: [14.50s] | Cumulative Runtime: [2032.83s]
SUCCESS: 20181208/20181208/user3/user3-2-4-5-3_doppler.npz -> user3-2-4-5-3_bap.npz | File Time: [15.30s] | Cumulative Runtime: [2048.14s]
SUCCESS: 20181208/20181208/user3/user3-1-3-3-5_doppler.npz -> user3-1-3-3-5_bap.npz | File Time: [12.19s] | Cumulative Runtime: [2060.33s]
SUCCESS: 20181208/20181208/user3/user3-3-5-2-1_doppler.npz -> user3-3-5-2-1_bap.npz | File Time: [8.68s] | Cumulative Runtime: [2069.01s]
SUCCESS: 20181208/20181208/user3/user3-2-5-5-4_doppler.npz -> user3-2-5-5-4_bap.npz | File Time: [17.92s] | Cumulative Runtime: [2086.93s]
SUCCESS: 20181208/20181208/user3/user3-2-3-4-1_doppler.npz -> user3-2-3-4-1_bap.npz | File Time: [14.45s] | Cumulative Runtime: [2101.38s]
SUCCESS: 20181208/20181208/user3/user3-1-2-4-4_doppler.npz -> user3-1-2-4-4_bap.npz | File Time: [15.77s] | Cumulative Runtime: [2117.15s]
SUCCESS: 20181208/20181208/user3/user3-3-5-3-5_doppler.npz -> user3-3-5-3-5_bap.npz | File Time: [8.76s] | Cumulative Runtime: [2125.92s]
